priority,workState,type,sport,slug,route,status,qualityClassification,uniquenessClassification,indexability,reasonHeld,evidenceCoverage,internalLinks,productRelationships,workStateReasons,title
P0,NEEDS_UNIQUE_REWRITE,review,running,craft-adv-essence-light-wind-men,/reviews/craft-adv-essence-light-wind-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3983|quality_not_launch_ready,moderate (2),alts:3,product:craft-adv-essence-light-wind-men,uniqueness_duplicative,Craft ADV Essence Light Wind Jacket (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,craft-adv-essence-light-wind-vest-men,/reviews/craft-adv-essence-light-wind-vest-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4041|quality_not_launch_ready,moderate (2),alts:3,product:craft-adv-essence-light-wind-vest-men,uniqueness_duplicative,Craft ADV Essence Light Wind Vest (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,craft-adv-essence-short,/reviews/craft-adv-essence-short,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3942|quality_not_launch_ready,moderate (2),alts:3,product:craft-adv-essence-short,uniqueness_duplicative,Craft ADV Essence Short Review
P0,NEEDS_UNIQUE_REWRITE,review,running,craft-adv-essence-tight-men,/reviews/craft-adv-essence-tight-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4030|quality_not_launch_ready,moderate (2),alts:3,product:craft-adv-essence-tight-men,uniqueness_duplicative,Craft ADV Essence Tights (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,craft-adv-lumen-glove,/reviews/craft-adv-lumen-glove,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4016|quality_not_launch_ready,moderate (2),alts:2,product:craft-adv-lumen-glove,uniqueness_duplicative,Craft ADV Lumen Fleece Glove Review
P0,NEEDS_UNIQUE_REWRITE,review,running,darn-tough-run-1-4,/reviews/darn-tough-run-1-4,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3978|quality_not_launch_ready,moderate (2),alts:4|comps:1,product:darn-tough-run-1-4,uniqueness_duplicative,Darn Tough Run 1/4 Ultra-Lightweight Review
P0,NEEDS_UNIQUE_REWRITE,review,running,drymax-run-lite-mesh,/reviews/drymax-run-lite-mesh,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3975|quality_not_launch_ready,thin (1),alts:3,product:drymax-run-lite-mesh,uniqueness_duplicative,Drymax Run Lite-Mesh Review
P0,NEEDS_UNIQUE_REWRITE,review,running,enervit-c2-1-carbo-gel,/reviews/enervit-c2-1-carbo-gel,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3931|quality_not_launch_ready,moderate (2),alts:3,product:enervit-c2-1-carbo-gel,uniqueness_duplicative,Enervit C2:1 Carbo Gel Review
P0,NEEDS_UNIQUE_REWRITE,review,running,fitletic-fully-loaded,/reviews/fitletic-fully-loaded,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3913|quality_not_launch_ready,thin (1),alts:3,product:fitletic-fully-loaded,uniqueness_duplicative,Fitletic Fully Loaded Running Belt Review
P0,NEEDS_UNIQUE_REWRITE,review,running,flipbelt-classic,/reviews/flipbelt-classic,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3886|quality_not_launch_ready,thin (1),alts:2|comps:1,product:flipbelt-classic,uniqueness_duplicative,FlipBelt Classic Review
P0,NEEDS_UNIQUE_REWRITE,review,running,garmin-forerunner-165,/reviews/garmin-forerunner-165,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3950|quality_not_launch_ready,moderate (2),alts:3|comps:2,product:garmin-forerunner-165,uniqueness_duplicative,Garmin Forerunner 165 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,garmin-forerunner-255,/reviews/garmin-forerunner-255,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3912|quality_not_launch_ready,moderate (2),alts:2,product:garmin-forerunner-255,uniqueness_duplicative,Garmin Forerunner 255 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,garmin-forerunner-265,/reviews/garmin-forerunner-265,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3965|quality_not_launch_ready,moderate (2),alts:2,product:garmin-forerunner-265,uniqueness_duplicative,Garmin Forerunner 265 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,garmin-forerunner-55,/reviews/garmin-forerunner-55,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3954|quality_not_launch_ready,moderate (2),alts:1,product:garmin-forerunner-55,uniqueness_duplicative,Garmin Forerunner 55 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,garmin-forerunner-570,/reviews/garmin-forerunner-570,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3927|quality_not_launch_ready,moderate (2),alts:4,product:garmin-forerunner-570,uniqueness_duplicative,Garmin Forerunner 570 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,garmin-forerunner-965,/reviews/garmin-forerunner-965,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3940|quality_not_launch_ready,moderate (2),alts:2|comps:1,product:garmin-forerunner-965,uniqueness_duplicative,Garmin Forerunner 965 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,garmin-hrm-200,/reviews/garmin-hrm-200,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3927|quality_not_launch_ready,moderate (2),alts:4,product:garmin-hrm-200,uniqueness_duplicative,Garmin HRM 200 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,garmin-hrm-fit,/reviews/garmin-hrm-fit,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3969|quality_not_launch_ready,moderate (2),alts:4,product:garmin-hrm-fit,uniqueness_duplicative,Garmin HRM-Fit Review
P0,NEEDS_UNIQUE_REWRITE,review,running,garmin-hrm-pro-plus,/reviews/garmin-hrm-pro-plus,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3956|quality_not_launch_ready,moderate (2),alts:4|comps:2,product:garmin-hrm-pro-plus,uniqueness_duplicative,Garmin HRM-Pro Plus Review
P0,NEEDS_UNIQUE_REWRITE,review,running,goodr-circle-gs,/reviews/goodr-circle-gs,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3913|quality_not_launch_ready,moderate (2),alts:3,product:goodr-circle-gs,uniqueness_duplicative,Goodr Circle Gs Review
P0,NEEDS_UNIQUE_REWRITE,review,running,goodr-ogs,/reviews/goodr-ogs,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3979|quality_not_launch_ready,moderate (2),alts:3,product:goodr-ogs,uniqueness_duplicative,Goodr OGs Review
P0,NEEDS_UNIQUE_REWRITE,review,running,gu-energy-chews,/reviews/gu-energy-chews,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3943|quality_not_launch_ready,moderate (2),alts:3,product:gu-energy-chews,uniqueness_duplicative,GU Energy Chews Review
P0,NEEDS_UNIQUE_REWRITE,review,running,gu-energy-gel,/reviews/gu-energy-gel,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3957|quality_not_launch_ready,moderate (2),alts:3,product:gu-energy-gel,uniqueness_duplicative,GU Energy Gel Review
P0,NEEDS_UNIQUE_REWRITE,review,running,gu-roctane-gel,/reviews/gu-roctane-gel,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4040|quality_not_launch_ready,moderate (2),alts:3,product:gu-roctane-gel,uniqueness_duplicative,GU Roctane Energy Gel Review
P0,NEEDS_UNIQUE_REWRITE,review,running,high5-energy-gel,/reviews/high5-energy-gel,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4013|quality_not_launch_ready,moderate (2),alts:3,product:high5-energy-gel,uniqueness_duplicative,High5 Energy Gel Review
P0,NEEDS_UNIQUE_REWRITE,review,running,high5-zero,/reviews/high5-zero,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3980|quality_not_launch_ready,moderate (2),alts:3,product:high5-zero,uniqueness_duplicative,High5 ZERO Electrolyte Tablets Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hoka-arahi-7,/reviews/hoka-arahi-7,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3901|quality_not_launch_ready,moderate (2),alts:4,product:hoka-arahi-7,uniqueness_duplicative,HOKA Arahi 7 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hoka-bondi-8,/reviews/hoka-bondi-8,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3892|quality_not_launch_ready,moderate (2),alts:1,product:hoka-bondi-8,uniqueness_duplicative,HOKA Bondi 8 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hoka-clifton-9,/reviews/hoka-clifton-9,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3906|quality_not_launch_ready,moderate (2),alts:2,product:hoka-clifton-9,uniqueness_duplicative,HOKA Clifton 9 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hoka-clifton-pro,/reviews/hoka-clifton-pro,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3926|quality_not_launch_ready,moderate (2),alts:2,product:hoka-clifton-pro,uniqueness_duplicative,HOKA Clifton Pro Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hoka-gaviota-5,/reviews/hoka-gaviota-5,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3937|quality_not_launch_ready,moderate (2),alts:4,product:hoka-gaviota-5,uniqueness_duplicative,HOKA Gaviota 5 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hoka-mach-6,/reviews/hoka-mach-6,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4009|quality_not_launch_ready,moderate (2),alts:3,product:hoka-mach-6,uniqueness_duplicative,HOKA Mach 6 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,honey-stinger-organic-energy-gel,/reviews/honey-stinger-organic-energy-gel,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3969|quality_not_launch_ready,moderate (2),alts:3,product:honey-stinger-organic-energy-gel,uniqueness_duplicative,Honey Stinger Organic Energy Gel Review
P0,NEEDS_UNIQUE_REWRITE,review,running,huma-gel-original,/reviews/huma-gel-original,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4006|quality_not_launch_ready,moderate (2),alts:3,product:huma-gel-original,uniqueness_duplicative,Hüma Original Energy Gel Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hydrapak-contour-2l,/reviews/hydrapak-contour-2l,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3989|quality_not_launch_ready,thin (1),alts:3,product:hydrapak-contour-2l,uniqueness_duplicative,HydraPak Contour 2L Soft Reservoir Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hydrapak-skyflask-speed-500,/reviews/hydrapak-skyflask-speed-500,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3968|quality_not_launch_ready,moderate (2),alts:4|comps:1,product:hydrapak-skyflask-speed-500,uniqueness_duplicative,HydraPak SkyFlask Speed 500 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hydrapak-softflask-250,/reviews/hydrapak-softflask-250,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4044|quality_not_launch_ready,moderate (2),alts:4,product:hydrapak-softflask-250,uniqueness_duplicative,HydraPak SoftFlask 250 ml Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hydrapak-softflask-500,/reviews/hydrapak-softflask-500,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3995|quality_not_launch_ready,thin (1),alts:1,product:hydrapak-softflask-500,uniqueness_duplicative,HydraPak SoftFlask 500 ml Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hydrapak-softflask-speed-500,/reviews/hydrapak-softflask-speed-500,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4027|quality_not_launch_ready,moderate (2),alts:4|comps:1,product:hydrapak-softflask-speed-500,uniqueness_duplicative,HydraPak SoftFlask Speed 500 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hydrapak-tube-kit,/reviews/hydrapak-tube-kit,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4023|quality_not_launch_ready,thin (1),alts:2,product:hydrapak-tube-kit,uniqueness_duplicative,HydraPak Tube Kit Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hyperice-hypervolt-2,/reviews/hyperice-hypervolt-2,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4033|quality_not_launch_ready,thin (1),alts:3,product:hyperice-hypervolt-2,uniqueness_duplicative,Hyperice Hypervolt 2 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hyperice-hypervolt-go-2,/reviews/hyperice-hypervolt-go-2,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3939|quality_not_launch_ready,thin (1),alts:2|comps:1,product:hyperice-hypervolt-go-2,uniqueness_duplicative,Hyperice Hypervolt Go 2 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hyperice-normatec-3,/reviews/hyperice-normatec-3,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3950|quality_not_launch_ready,thin (1),alts:2,product:hyperice-normatec-3,uniqueness_duplicative,Hyperice Normatec 3 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hyperice-normatec-go,/reviews/hyperice-normatec-go,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3975|quality_not_launch_ready,moderate (2),alts:4|comps:1,product:hyperice-normatec-go,uniqueness_duplicative,Hyperice Normatec Go Review
P0,NEEDS_UNIQUE_REWRITE,review,running,hyperice-vyper-3,/reviews/hyperice-vyper-3,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4058|quality_not_launch_ready,thin (1),alts:3,product:hyperice-vyper-3,uniqueness_duplicative,Hyperice Vyper 3 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,injinji-run-midweight,/reviews/injinji-run-midweight,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3899|quality_not_launch_ready,thin (1),alts:2,product:injinji-run-midweight,uniqueness_duplicative,Injinji Run Midweight Review
P0,NEEDS_UNIQUE_REWRITE,review,running,inov8-trailfly-ultra-g-300-max,/reviews/inov8-trailfly-ultra-g-300-max,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3921|quality_not_launch_ready,moderate (2),alts:3,product:inov8-trailfly-ultra-g-300-max,uniqueness_duplicative,Inov8 Trailfly Ultra G 300 Max Review
P0,NEEDS_UNIQUE_REWRITE,review,running,janji-multi-short-men,/reviews/janji-multi-short-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4058|quality_not_launch_ready,moderate (2),alts:4|comps:1,product:janji-multi-short-men,uniqueness_duplicative,"Janji Multi Short 2-in-1 7"" (Men) Review"
P0,NEEDS_UNIQUE_REWRITE,review,running,janji-pace-short-women,/reviews/janji-pace-short-women,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3946|quality_not_launch_ready,moderate (2),alts:4|comps:1,product:janji-pace-short-women,uniqueness_duplicative,"Janji Pace Short 5"" (Women) Review"
P0,NEEDS_UNIQUE_REWRITE,review,running,janji-rainrunner-men,/reviews/janji-rainrunner-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4015|quality_not_launch_ready,moderate (2),alts:3,product:janji-rainrunner-men,uniqueness_duplicative,Janji Rainrunner Jacket (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,janji-run-tee-men,/reviews/janji-run-tee-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3924|quality_not_launch_ready,moderate (2),alts:3,product:janji-run-tee-men,uniqueness_duplicative,Janji Run Tee / AFO Tee (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,julbo-aerolite,/reviews/julbo-aerolite,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3933|quality_not_launch_ready,moderate (2),alts:3,product:julbo-aerolite,uniqueness_duplicative,Julbo Aerolite Review
P0,NEEDS_UNIQUE_REWRITE,review,running,julbo-rush,/reviews/julbo-rush,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3969|quality_not_launch_ready,moderate (2),alts:3,product:julbo-rush,uniqueness_duplicative,Julbo Rush Review
P0,NEEDS_UNIQUE_REWRITE,review,running,julbo-ultimate,/reviews/julbo-ultimate,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4058|quality_not_launch_ready,thin (1),alts:3,product:julbo-ultimate,uniqueness_duplicative,Julbo Ultimate Review
P0,NEEDS_UNIQUE_REWRITE,review,running,kiprun-running-belt,/reviews/kiprun-running-belt,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3943|quality_not_launch_ready,thin (1),alts:3,product:kiprun-running-belt,uniqueness_duplicative,Kiprun Running Belt Review
P0,NEEDS_UNIQUE_REWRITE,review,running,ledlenser-neo9r,/reviews/ledlenser-neo9r,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3997|quality_not_launch_ready,thin (1),alts:3,product:ledlenser-neo9r,uniqueness_duplicative,Ledlenser NEO9R Review
P0,NEEDS_UNIQUE_REWRITE,review,running,maurten-drink-mix-160,/reviews/maurten-drink-mix-160,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4042|quality_not_launch_ready,thin (1),alts:3,product:maurten-drink-mix-160,uniqueness_duplicative,Maurten Drink Mix 160 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,maurten-drink-mix-320,/reviews/maurten-drink-mix-320,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4016|quality_not_launch_ready,thin (1),alts:3,product:maurten-drink-mix-320,uniqueness_duplicative,Maurten Drink Mix 320 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,maurten-gel-100,/reviews/maurten-gel-100,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4052|quality_not_launch_ready,thin (1),alts:3,product:maurten-gel-100,uniqueness_duplicative,Maurten Gel 100 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,maurten-gel-100-caf-100,/reviews/maurten-gel-100-caf-100,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4047|quality_not_launch_ready,thin (1),alts:3,product:maurten-gel-100-caf-100,uniqueness_duplicative,Maurten Gel 100 Caf 100 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,maurten-gel-160,/reviews/maurten-gel-160,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3967|quality_not_launch_ready,thin (1),alts:3,product:maurten-gel-160,uniqueness_duplicative,Maurten Gel 160 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,mirafit-folding-treadmill,/reviews/mirafit-folding-treadmill,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3958|quality_not_launch_ready,moderate (3),sparse,product:mirafit-folding-treadmill,uniqueness_duplicative,Mirafit Folding Treadmill Review
P0,NEEDS_UNIQUE_REWRITE,review,running,mizuno-wave-rebellion-pro-3,/reviews/mizuno-wave-rebellion-pro-3,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3950|quality_not_launch_ready,moderate (2),alts:4,product:mizuno-wave-rebellion-pro-3,uniqueness_duplicative,Mizuno Wave Rebellion Pro 3 Review
