issue_id,severity,url,page_type,entity_slug,section,issue_class,issue_subclass,rendered_excerpt,image_path,related_entity,root_cause,source_file,source_field,transform,component,detector_that_should_have_caught_it,why_detector_missed,recommended_fix_class,confidence,status
RQ-00021,BLOCKER,https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-strengths,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Where it is strongest firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadizeroadiospro4energyreturnveryhigh veryhi…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-strengths,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00022,BLOCKER,https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-strengths,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Where it is strongest firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadizeroadiospro4energyreturnveryhigh veryhi…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-strengths,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00023,BLOCKER,https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-tradeoffs,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Trade-offs & limits firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadizeroadiospro4energyreturnveryhigh veryhigh…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-tradeoffs,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00024,BLOCKER,https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-tradeoffs,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Trade-offs & limits firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadizeroadiospro4energyreturnveryhigh veryhigh…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-tradeoffs,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00025,BLOCKER,https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-usecase,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Who should buy adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadizeroadios…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-usecase,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00026,BLOCKER,https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-usecase,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Who should buy adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadizeroadios…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-usecase,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00027,BLOCKER,https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-value,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Value adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiospro4weight199 199weightadidasadizeroadiospro4 adidasadizeroadiospro4heelstack39 39heelstackadidasadizeroadiospro4 adidasadizero…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-value,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00028,BLOCKER,https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-value,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Value adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiospro4weight199 199weightadidasadizeroadiospro4 adidasadizeroadiospro4heelstack39 39heelstackadidasadizeroadiospro4 adidasadizero…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-value,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00029,BLOCKER,https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-overview,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,What it is adidasadizeroadiospro4drop6 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadi…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-overview,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00030,BLOCKER,https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-overview,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,What it is adidasadizeroadiospro4drop6 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadi…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-overview,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00031,BLOCKER,https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-verified-specs,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Key specs adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiospro4weight199 199weightadidasadizeroadiospro4 adidasadizeroadiospro4heelstack39 39heelstackadidasadizeroadiospro4 adidasadi…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-verified-specs,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-00032,BLOCKER,https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-verified-specs,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Key specs adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiospro4weight199 199weightadidasadizeroadiospro4 adidasadizeroadiospro4heelstack39 39heelstackadidasadizeroadiospro4 adidasadi…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-verified-specs,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
